"","conflictid","dyadid","outcome_d","fightcaphigh","coup","land","lngdp","lnyears","postCW","year","Government","Opposition","side_a","side_b","startdate","enddate","rebpolwinglegal","rebestimate","rebel.support","rtypesup","gov.support","gtypesup","rebel.support_dummy","gov.support_dummy","rtypesup_cat","gtypesup_cat"
"453",209,340,0,0,0,0,7.776401,0.6931472,1,1996,"Pakistan","MQM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",209,340,0,0,0,0,7.69733,0,1,1990,"Pakistan","MQM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",212,113,0,0,0,1,6.733176,0,1,1995,"Niger","FDR","Niger","FDR","1995-07-10","1995-12-31",NA,NA,"alleged","non-military","alleged","military",0,0,"3",2
"456",213,35,2,0,0,1,7.361509,0,1,1997,"Comoros","MPA/Republic of Anjouan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",214,36,2,0,0,0,7.576645,0.6931472,1,1994,"Congo","Ninjas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",214,36,0,0,0,0,7.321195,1.94591,1,1999,"Congo","Ninjas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",214,37,0,0,0,0,7.321195,1.098612,1,1999,"Congo","Cocoyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",214,38,2,0,0,0,7.298296,1.609438,1,2002,"Congo","Ntsiloulous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",214,189,1,0,0,0,7.711688,0,1,1997,"Congo","Cobras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",216,58,1,1,1,0,6.301336,0.6931472,1,1999,"Guinea-Bissau","Military Junta for the Consolidation of Democracy, Peace and Justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",217,92,3,1,1,0,7.519166,0,1,1998,"Lesotho","Military faction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",218,295,2,0,0,1,7.560148,0.6931472,1,1999,"Serbia (Yugoslavia)","UCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",219,55,0,0,0,1,NA,3.496508,1,2009,"Ethiopia","OLF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",220,368,3,0,0,1,9.051506,0,1,1999,"Russia (Soviet Union)","Wahhabi movement of the Buinaksk district",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",221,363,0,0,0,0,8.172797,0.6931472,1,2000,"Uzbekistan","IMU","Uzbekistan, Kyrgyzstan","MIU","1999-02-16","2000-12-31",NA,700,"alleged","non-military","explicit","military",0,1,"3",2
"468",221,444,0,0,0,0,8.272923,0,1,2004,"Uzbekistan","JIG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",222,17,3,0,1,0,6.861439,0,1,2001,"Central African Republic","Military faction (forces of André Kolingba)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",222,287,1,1,0,0,6.822034,0,1,2002,"Central African Republic","Forces of Francois Bozize","Central African Republic, Libya","Faction of Francois Bozize","2002-09-20","2002-12-31",NA,1000,"alleged","military","explicit","troops",0,1,"2",1
"471",222,628,0,0,0,0,NA,0,1,2006,"Central African Republic","UFDR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",223,341,2,0,0,0,8.554252,0,1,2001,"Macedonia","UCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",224,360,0,0,0,0,NA,2.302585,1,2010,"United States of America","al-Qaida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",225,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cote D’Ivoire","MPCI","2002-09-19","2002-12-31","yes",8500,"alleged","military","alleged","military",0,0,"2",2
"475",225,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cote D’Ivoire","MPIGO","2002-11-11","2003-12-31",NA,NA,"alleged","military","alleged","military",0,0,"2",2
"476",225,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cote D’Ivoire","MJP","2002-12-03","2003-12-31",NA,300,"alleged","military","alleged","military",0,0,"2",2
"477",225,439,0,1,0,0,7.610244,0,1,2004,"Cote d’Ivoire","FN","Cote D’Ivoire","FRCI","2004-06-07","2004-12-31","yes",25000,"alleged","military","alleged","military",0,0,"2",2
"478",227,309,0,0,0,1,7.548746,0.6931472,1,1990,"India","ABSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",227,313,2,0,0,1,8.003052,2.484907,1,2004,"India","NDFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",228,321,2,0,0,1,6.77588,0,1,1997,"Myanmar","UWSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",249,446,0,0,0,1,7.098525,0,1,2004,"Nigeria","Ahlul Sunnah Jamaa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",250,473,0,0,0,1,7.098525,0,1,2004,"Nigeria","NDPVF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",251,643,0,0,0,1,NA,2.833213,1,2006,"Israel","Hezbollah","Israel","Hezbollah","1990-11-09","1999-12-31",NA,3000,"explicit","military","explicit","military",1,1,"2",2
"484",251,643,0,0,0,1,NA,2.833213,1,2006,"Israel","Hezbollah","Israel","Hezbollah","2006-01-01","2006-12-31",NA,3000,"explicit","military","explicit","military",1,1,"2",2
"485",251,643,0,0,0,1,9.950324,2.302585,1,1999,"Israel","Hezbollah","Israel","Hezbollah","1990-11-09","1999-12-31",NA,3000,"explicit","military","explicit","military",1,1,"2",2
"486",251,643,0,0,0,1,9.950324,2.302585,1,1999,"Israel","Hezbollah","Israel","Hezbollah","2006-01-01","2006-12-31",NA,3000,"explicit","military","explicit","military",1,1,"2",2
"487",253,745,0,0,0,1,7.235511,1.386294,0,1978,"Mauritania","POLISARIO","Mauritania","POLISARIO","1975-12-10","1978-12-31",NA,10000,"explicit","military","explicit","military",1,1,"2",2
"488",254,651,0,0,0,1,NA,0.6931472,1,2008,"Democratic Republic of Congo (Zaire)","BDK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",255,749,0,0,0,0,NA,0.6931472,1,2008,"Niger","MNJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",255,761,0,0,0,0,6.811773,0.6931472,1,1992,"Niger","FLAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",255,762,2,0,0,0,6.72513,0,1,1997,"Niger","UFRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",258,765,0,0,0,1,NA,0,1,2008,"India","DHD – BW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",259,772,0,0,0,1,NA,0,1,2008,"India","PULF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",261,796,0,0,0,1,6.225152,1.386294,0,1980,"Ethiopia","SALF","Ethiopia","SALF","1977-01-01","1980-12-31",NA,NA,"alleged","military","explicit","military",0,1,"2",2
"495",262,791,0,0,0,1,6.2555,0,0,1983,"Ethiopia","SLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",263,788,0,0,0,1,7.716234,0,1,1997,"India","KNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",264,798,3,0,0,1,NA,0,1,2009,"Myanmar","MNDAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
